BookingID,CustomerID,AgeGroup,Gender,State,City,Airline,Destination,BookingDate,FlightType,TicketPrice,Class,BookingChannel,FrequentFlyer,AffinityIndex
A00196,C00064,65+,Female,Georgia,Atlanta,United Airlines,"Paris, France",2024-08-18,International,3580.54,First,Mobile App,Yes,176
A00197,C00092,18-24,Female,Texas,Houston,Delta Airlines,"London, UK",2024-07-01,International,1002.85,Premium Economy,Mobile App,Yes,137
A00198,C00096,65+,Male,Georgia,Columbus,Alaska Airlines,"Miami, FL",2024-10-27,Domestic,1124.56,First,Website,No,146
A00199,C00555,35-44,Male,Florida,Tampa,Southwest Airlines,"Chicago, IL",2024-07-22,Domestic,1393.8,First,Website,Yes,117
A00200,C00320,65+,Male,Florida,Tampa,Southwest Airlines,"San Juan, Puerto Rico",2024-09-02,International,3265.51,First,Website,Yes,109
A00201,C00841,55-64,Male,Georgia,Columbus,Alaska Airlines,"Las Vegas, NV",2024-08-02,Domestic,180.34,Economy,Mobile App,No,189
A00202,C00430,35-44,Male,California,San Jose,American Airlines,"London, UK",2024-08-05,International,784.12,Premium Economy,Mobile App,Yes,148
A00203,C00593,25-34,Female,Oregon,Bend,Delta Airlines,"Paris, France",2024-08-16,International,467.16,Economy,Website,Yes,142
A00204,C00102,55-64,Female,Arizona,Phoenix,Delta Airlines,"Chicago, IL",2024-10-03,Domestic,1441.77,First,Travel Agency,No,178
A00205,C00194,18-24,Male,New York,New York City,Southwest Airlines,"San Juan, Puerto Rico",2024-08-20,International,2472.93,Business,Website,Yes,172
A00206,C00291,18-24,Male,Florida,Tampa,Southwest Airlines,"Cancun, Mexico",2024-07-22,International,2338.56,Business,Travel Agency,Yes,189
A00207,C00589,18-24,Male,Oregon,Salem,Southwest Airlines,"Miami, FL",2024-09-30,Domestic,117.14,Economy,Mobile App,No,110
A00208,C00168,65+,Male,Texas,Houston,American Airlines,"Atlanta, GA",2024-06-12,Domestic,722.46,Business,Mobile App,No,182
A00209,C00795,45-54,Male,Florida,Tampa,American Airlines,"Seattle, WA",2024-08-29,Domestic,1451.4,First,Website,Yes,127
A00210,C00760,25-34,Female,Arizona,Tucson,United Airlines,"London, UK",2024-10-23,International,1802.42,Business,Mobile App,No,127
A00211,C00729,65+,Male,Texas,Austin,United Airlines,"Paris, France",2024-07-21,International,721.64,Economy,Website,No,124
A00212,C00742,45-54,Female,California,San Francisco,Delta Airlines,"Tokyo, Japan",2024-08-21,International,2249.14,Business,Mobile App,No,144
A00213,C00822,18-24,Female,Illinois,Springfield,Southwest Airlines,"Belize City, Belize",2024-06-30,International,640.12,Economy,Website,No,191
A00214,C00693,65+,Male,New York,Rochester,American Airlines,"Paris, France",2024-08-24,International,2920.7,First,Website,Yes,175
A00215,C00755,18-24,Male,Texas,Dallas,United Airlines,"Seattle, WA",2024-05-18,Domestic,1304.6,First,Website,Yes,137
A00216,C00212,65+,Female,California,San Diego,Delta Airlines,"Amsterdam, Netherlands",2024-08-19,International,2444.31,First,Travel Agency,Yes,147
A00217,C00854,45-54,Female,Arizona,Scottsdale,Delta Airlines,"Chicago, IL",2024-07-15,Domestic,724.63,First,Website,No,193
A00218,C00277,45-54,Male,Florida,Orlando,Southwest Airlines,"Seattle, WA",2024-06-12,Domestic,223.8,Economy,Travel Agency,Yes,127
A00219,C00115,35-44,Female,Texas,Dallas,Alaska Airlines,"Atlanta, GA",2024-08-25,Domestic,798.7,Business,Website,No,136
A00220,C00137,55-64,Female,New York,Albany,American Airlines,"Paris, France",2024-06-16,International,3460.55,First,Website,No,119
A00221,C00091,45-54,Female,New York,Albany,American Airlines,"Chicago, IL",2024-09-23,Domestic,418.68,Business,Mobile App,No,191
A00222,C00600,65+,Female,Georgia,Savannah,United Airlines,"Miami, FL",2024-07-13,Domestic,118.74,Economy,Travel Agency,Yes,161
A00223,C00860,35-44,Male,Georgia,Augusta,Delta Airlines,"Paris, France",2024-11-05,International,670.05,Economy,Travel Agency,Yes,136
A00224,C00474,45-54,Female,Illinois,Springfield,American Airlines,"Atlanta, GA",2024-07-11,Domestic,273.01,Economy,Website,Yes,116
A00225,C00388,25-34,Female,Arizona,Flagstaff,United Airlines,"Miami, FL",2024-05-29,Domestic,282.37,Economy,Travel Agency,No,190
A00226,C00413,35-44,Male,Texas,Houston,American Airlines,"Tokyo, Japan",2024-11-02,International,1435.07,Business,Website,Yes,191
A00227,C00751,65+,Female,California,San Francisco,American Airlines,"Tokyo, Japan",2024-06-02,International,1601.73,Business,Mobile App,No,127
A00228,C00292,18-24,Female,Florida,Orlando,Southwest Airlines,"San Juan, Puerto Rico",2024-08-23,International,1052.08,Business,Travel Agency,No,106
A00229,C00372,25-34,Female,California,San Jose,Southwest Airlines,"Chicago, IL",2024-09-17,Domestic,328.96,Premium Economy,Travel Agency,Yes,160
A00230,C00088,65+,Male,Arizona,Tucson,Delta Airlines,"Chicago, IL",2024-09-11,Domestic,261.43,Premium Economy,Mobile App,Yes,129
A00231,C00900,25-34,Male,Arizona,Scottsdale,Delta Airlines,"Seattle, WA",2024-06-25,Domestic,774.24,Business,Mobile App,Yes,143
A00232,C00542,35-44,Female,Arizona,Phoenix,United Airlines,"Paris, France",2024-07-04,International,1764.49,Business,Travel Agency,Yes,101
A00233,C00008,55-64,Female,Oregon,Portland,American Airlines,"Miami, FL",2024-10-27,Domestic,555.12,Business,Mobile App,Yes,168
A00234,C00279,18-24,Female,Illinois,Springfield,Delta Airlines,"Toronto, Canada",2024-10-03,International,1962.45,Business,Travel Agency,Yes,139
A00235,C00740,65+,Female,Illinois,Chicago,Alaska Airlines,"Vancouver, Canada",2024-07-18,International,413.58,Economy,Website,No,180
A00236,C00008,55-64,Female,Oregon,Portland,Southwest Airlines,"Miami, FL",2024-05-14,Domestic,528.8,Business,Mobile App,Yes,178
A00237,C00500,35-44,Male,Arizona,Tucson,Alaska Airlines,"Las Vegas, NV",2024-06-24,Domestic,310.54,Premium Economy,Mobile App,Yes,176
A00238,C00945,45-54,Male,Florida,Jacksonville,Southwest Airlines,"Montego Bay, Jamaica",2024-09-23,International,790.01,Premium Economy,Mobile App,No,161
A00239,C00914,65+,Female,Illinois,Chicago,American Airlines,"Atlanta, GA",2024-08-26,Domestic,194.58,Economy,Website,Yes,131
A00240,C00162,35-44,Female,Arizona,Flagstaff,United Airlines,"Miami, FL",2024-10-13,Domestic,1038.99,First,Website,Yes,123
A00241,C00855,25-34,Female,Arizona,Scottsdale,Delta Airlines,"Las Vegas, NV",2024-05-22,Domestic,124.72,Economy,Mobile App,No,111
A00242,C00443,55-64,Female,Texas,Houston,American Airlines,"Seattle, WA",2024-08-18,Domestic,284.84,Economy,Mobile App,Yes,164
A00243,C00627,18-24,Male,Arizona,Flagstaff,Alaska Airlines,"Atlanta, GA",2024-06-21,Domestic,1261.53,First,Travel Agency,Yes,155
A00244,C00786,25-34,Male,Arizona,Scottsdale,Delta Airlines,"Chicago, IL",2024-07-25,Domestic,448.8,Business,Travel Agency,Yes,108
A00245,C00130,55-64,Male,Texas,Houston,Delta Airlines,"Paris, France",2024-10-29,International,2755.06,First,Website,No,146
A00246,C00296,35-44,Male,Oregon,Eugene,Delta Airlines,"Paris, France",2024-06-16,International,1725.38,Business,Travel Agency,No,184
A00247,C00420,55-64,Female,Texas,San Antonio,United Airlines,"Las Vegas, NV",2024-08-16,Domestic,375.44,Premium Economy,Travel Agency,No,141
A00248,C00729,65+,Male,Texas,Austin,Alaska Airlines,"Las Vegas, NV",2024-06-09,Domestic,733.58,First,Mobile App,No,134
A00249,C00720,45-54,Female,Georgia,Augusta,United Airlines,"Frankfurt, Germany",2024-09-25,International,1035.07,Premium Economy,Website,Yes,169
A00250,C00783,45-54,Female,Florida,Jacksonville,Delta Airlines,"Atlanta, GA",2024-08-10,Domestic,322.11,Premium Economy,Travel Agency,Yes,124
A00251,C00972,55-64,Male,California,San Jose,United Airlines,"London, UK",2024-10-31,International,3153.57,First,Website,Yes,190
A00252,C00813,18-24,Female,Illinois,Chicago,Alaska Airlines,"Chicago, IL",2024-07-08,Domestic,270.76,Economy,Travel Agency,Yes,127
A00253,C00414,25-34,Female,Oregon,Salem,United Airlines,"Paris, France",2024-10-12,International,1032.16,Business,Website,Yes,121
A00254,C00330,25-34,Female,Oregon,Salem,United Airlines,"Seattle, WA",2024-09-19,Domestic,381.06,Premium Economy,Travel Agency,No,185
A00255,C00009,45-54,Male,Texas,Houston,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-07-07,International,3174.99,First,Mobile App,No,108
A00256,C00112,55-64,Female,New York,Albany,Southwest Airlines,"Belize City, Belize",2024-06-09,International,3182.68,First,Travel Agency,Yes,172
A00257,C00199,25-34,Female,Illinois,Naperville,Delta Airlines,"Chicago, IL",2024-07-13,Domestic,597.47,Business,Mobile App,No,154
A00258,C00202,18-24,Female,Arizona,Tucson,Delta Airlines,"Amsterdam, Netherlands",2024-08-16,International,2545.7,First,Mobile App,Yes,163
A00259,C00338,55-64,Male,California,Los Angeles,United Airlines,"Paris, France",2024-07-08,International,549.16,Economy,Travel Agency,Yes,102
A00260,C00863,25-34,Male,Texas,Austin,Delta Airlines,"Seattle, WA",2024-09-10,Domestic,500.76,Business,Website,No,118
A00261,C00708,25-34,Female,New York,Buffalo,Delta Airlines,"Tokyo, Japan",2024-09-22,International,2159.84,First,Website,No,115
A00262,C00730,35-44,Female,New York,New York City,Alaska Airlines,"Miami, FL",2024-07-16,Domestic,380.75,Premium Economy,Travel Agency,Yes,126
A00263,C00615,65+,Male,Georgia,Atlanta,Southwest Airlines,"Miami, FL",2024-07-01,Domestic,1282.63,First,Website,Yes,141
A00264,C00301,65+,Male,Texas,Austin,Alaska Airlines,"Chicago, IL",2024-07-21,Domestic,877.35,First,Mobile App,No,168
A00265,C00677,25-34,Female,New York,New York City,American Airlines,"Seattle, WA",2024-08-22,Domestic,1009.67,First,Mobile App,No,197
A00266,C00017,18-24,Male,Oregon,Salem,Southwest Airlines,"Miami, FL",2024-06-12,Domestic,553.26,Business,Travel Agency,No,108
A00267,C00549,45-54,Male,Florida,Orlando,Southwest Airlines,"San Juan, Puerto Rico",2024-09-05,International,1612.02,Business,Website,Yes,106
A00268,C00178,55-64,Female,Oregon,Portland,United Airlines,"Chicago, IL",2024-07-18,Domestic,707.02,First,Website,Yes,132
A00269,C00348,45-54,Male,Arizona,Flagstaff,Delta Airlines,"Atlanta, GA",2024-05-27,Domestic,935.99,First,Travel Agency,No,173
A00270,C00627,18-24,Male,Arizona,Flagstaff,United Airlines,"Frankfurt, Germany",2024-05-29,International,1173.25,Business,Travel Agency,Yes,165
A00271,C00169,65+,Female,Texas,Houston,Southwest Airlines,"Atlanta, GA",2024-07-13,Domestic,320.13,Premium Economy,Travel Agency,Yes,174
A00272,C00156,55-64,Female,Florida,Tampa,Southwest Airlines,"Miami, FL",2024-09-05,Domestic,292.3,Economy,Mobile App,No,110
A00273,C00938,25-34,Female,Florida,Jacksonville,Southwest Airlines,"Atlanta, GA",2024-06-11,Domestic,1087.97,First,Mobile App,No,184
A00274,C00228,45-54,Female,Georgia,Columbus,United Airlines,"Atlanta, GA",2024-06-28,Domestic,257.39,Economy,Mobile App,Yes,102
A00275,C00047,55-64,Male,New York,New York City,Alaska Airlines,"Atlanta, GA",2024-10-05,Domestic,1282.48,First,Website,No,138
A00276,C00348,45-54,Male,Arizona,Flagstaff,United Airlines,"Miami, FL",2024-11-02,Domestic,1140.92,First,Website,No,123
A00277,C00554,25-34,Male,Texas,Dallas,Delta Airlines,"Paris, France",2024-10-06,International,4660.19,First,Travel Agency,No,159
A00278,C00790,18-24,Female,Illinois,Naperville,Delta Airlines,"Seattle, WA",2024-09-03,Domestic,243.07,Economy,Mobile App,No,181
A00279,C00142,55-64,Female,Texas,Austin,Alaska Airlines,"Las Vegas, NV",2024-09-01,Domestic,1190.98,First,Website,No,137
A00280,C00830,45-54,Female,Oregon,Salem,American Airlines,"Seattle, WA",2024-09-13,Domestic,265.65,Economy,Travel Agency,Yes,188
A00281,C00943,65+,Male,New York,Albany,United Airlines,"Frankfurt, Germany",2024-09-14,International,936.22,Premium Economy,Website,No,136
A00282,C00315,35-44,Female,Illinois,Aurora,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-06-12,International,1590.36,Business,Travel Agency,Yes,136
A00283,C00579,45-54,Female,Georgia,Augusta,Southwest Airlines,"Liberia, Costa Rica",2024-08-29,International,717.25,Economy,Website,No,117
A00284,C00965,25-34,Male,Oregon,Salem,Alaska Airlines,"Chicago, IL",2024-06-27,Domestic,644.31,Business,Website,No,108
A00285,C00369,55-64,Male,California,Los Angeles,United Airlines,"London, UK",2024-07-31,International,947.85,Premium Economy,Website,Yes,159
A00286,C00481,45-54,Female,Illinois,Springfield,Alaska Airlines,"Chicago, IL",2024-10-15,Domestic,787.98,Business,Travel Agency,No,167
A00287,C00223,18-24,Female,Texas,Houston,Delta Airlines,"Paris, France",2024-08-14,International,1021.01,Premium Economy,Travel Agency,Yes,169
A00288,C00191,35-44,Male,Oregon,Eugene,Alaska Airlines,"Miami, FL",2024-07-28,Domestic,224.4,Economy,Travel Agency,No,183
A00289,C00659,45-54,Male,New York,Buffalo,Delta Airlines,"Atlanta, GA",2024-06-24,Domestic,564.13,Business,Website,No,123
A00290,C00909,18-24,Male,New York,New York City,Delta Airlines,"Seattle, WA",2024-09-09,Domestic,526.85,Business,Travel Agency,Yes,176
A00291,C00113,55-64,Male,California,San Jose,American Airlines,"Paris, France",2024-10-21,International,2180.33,First,Mobile App,No,172
A00292,C00823,35-44,Male,Arizona,Scottsdale,Southwest Airlines,"Miami, FL",2024-11-06,Domestic,190.81,Economy,Website,Yes,187
A00293,C00903,18-24,Female,Texas,Dallas,Alaska Airlines,"Chicago, IL",2024-07-06,Domestic,594.95,Business,Website,No,133
A00294,C00315,35-44,Female,Illinois,Aurora,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-09-30,International,2883.67,First,Travel Agency,Yes,124
A00295,C00471,45-54,Male,Arizona,Flagstaff,American Airlines,"Toronto, Canada",2024-08-04,International,2418.62,First,Mobile App,No,126
A00296,C00579,45-54,Female,Georgia,Augusta,Southwest Airlines,"San Juan, Puerto Rico",2024-07-15,International,856.82,Premium Economy,Mobile App,No,131
A00297,C00721,45-54,Female,California,San Diego,United Airlines,"Atlanta, GA",2024-08-09,Domestic,583.47,Business,Mobile App,No,181
A00298,C00655,65+,Female,Florida,Orlando,United Airlines,"Chicago, IL",2024-07-04,Domestic,649.23,Business,Mobile App,Yes,111
A00299,C00748,45-54,Male,California,Los Angeles,American Airlines,"Tokyo, Japan",2024-06-01,International,2010.11,Business,Mobile App,No,119
A00300,C00108,65+,Male,Oregon,Portland,American Airlines,"Toronto, Canada",2024-05-28,International,2407.56,Business,Travel Agency,Yes,177
A00301,C00008,55-64,Female,Oregon,Portland,United Airlines,"Chicago, IL",2024-05-30,Domestic,974.57,First,Travel Agency,Yes,187
A00302,C00860,35-44,Male,Georgia,Augusta,Alaska Airlines,"Atlanta, GA",2024-05-19,Domestic,254.11,Premium Economy,Travel Agency,Yes,181
A00303,C00576,18-24,Female,Oregon,Bend,Alaska Airlines,"Chicago, IL",2024-07-12,Domestic,280.8,Premium Economy,Travel Agency,Yes,115
A00304,C00335,65+,Female,Illinois,Naperville,Alaska Airlines,"Las Vegas, NV",2024-07-30,Domestic,320.08,Premium Economy,Website,No,116
A00305,C00685,35-44,Female,Georgia,Atlanta,Delta Airlines,"Chicago, IL",2024-06-27,Domestic,1131.81,First,Website,No,199
A00306,C00089,35-44,Female,Texas,Austin,United Airlines,"Tokyo, Japan",2024-06-11,International,835.73,Premium Economy,Website,Yes,121
A00307,C00220,45-54,Female,Illinois,Aurora,United Airlines,"Toronto, Canada",2024-06-30,International,2821.8,First,Mobile App,Yes,135
A00308,C00173,55-64,Female,Illinois,Chicago,United Airlines,"Frankfurt, Germany",2024-06-18,International,923.19,Premium Economy,Website,No,125
A00309,C00499,18-24,Female,Illinois,Aurora,Southwest Airlines,"Montego Bay, Jamaica",2024-06-14,International,2205.36,Business,Website,Yes,123
A00310,C00322,25-34,Female,California,San Francisco,Delta Airlines,"Toronto, Canada",2024-11-10,International,3438.97,First,Travel Agency,No,105
A00311,C00460,35-44,Female,Georgia,Atlanta,American Airlines,"Chicago, IL",2024-06-13,Domestic,572.87,Business,Website,No,141
A00312,C00747,65+,Male,California,Los Angeles,Delta Airlines,"Tokyo, Japan",2024-07-28,International,935.26,Premium Economy,Travel Agency,No,168
A00313,C00061,18-24,Female,Florida,Orlando,American Airlines,"Atlanta, GA",2024-06-06,Domestic,763.41,Business,Website,No,153
A00314,C00788,65+,Female,Oregon,Eugene,Alaska Airlines,"Toronto, Canada",2024-07-02,International,2486.38,Business,Mobile App,Yes,117
A00315,C00026,45-54,Female,Georgia,Savannah,United Airlines,"Miami, FL",2024-06-03,Domestic,126.78,Economy,Mobile App,Yes,198
A00316,C00785,65+,Male,Illinois,Chicago,Alaska Airlines,"Toronto, Canada",2024-10-10,International,422.83,Economy,Website,Yes,176
A00317,C00269,55-64,Female,Oregon,Bend,Delta Airlines,"Paris, France",2024-09-01,International,1243.13,Business,Travel Agency,Yes,174
A00318,C00776,45-54,Female,New York,Buffalo,United Airlines,"Frankfurt, Germany",2024-10-04,International,590.42,Economy,Website,No,102
A00319,C00192,35-44,Female,Oregon,Eugene,Alaska Airlines,"Vancouver, Canada",2024-05-14,International,1643.0,Business,Travel Agency,No,181
A00320,C00128,55-64,Female,California,San Jose,Alaska Airlines,"Miami, FL",2024-10-16,Domestic,305.19,Premium Economy,Travel Agency,Yes,148
A00321,C00401,18-24,Female,California,San Francisco,Alaska Airlines,"Vancouver, Canada",2024-10-08,International,1511.09,Business,Travel Agency,Yes,167
A00322,C00474,45-54,Female,Illinois,Springfield,American Airlines,"Tokyo, Japan",2024-07-07,International,1426.93,Business,Travel Agency,Yes,195
A00323,C00550,65+,Female,Texas,Houston,Southwest Airlines,"Miami, FL",2024-06-10,Domestic,586.77,Business,Travel Agency,No,189
A00324,C00425,18-24,Female,Illinois,Chicago,American Airlines,"Toronto, Canada",2024-07-29,International,3503.91,First,Travel Agency,Yes,100
A00325,C00493,35-44,Female,Texas,Dallas,Delta Airlines,"Atlanta, GA",2024-07-21,Domestic,275.79,Economy,Travel Agency,Yes,118
A00326,C00661,25-34,Female,Georgia,Augusta,Alaska Airlines,"Atlanta, GA",2024-06-21,Domestic,437.35,Premium Economy,Website,Yes,118
A00327,C00778,55-64,Male,Georgia,Augusta,American Airlines,"Paris, France",2024-06-20,International,663.87,Economy,Mobile App,Yes,199
A00328,C00234,65+,Female,Illinois,Chicago,United Airlines,"Toronto, Canada",2024-10-12,International,1080.03,Premium Economy,Mobile App,Yes,114
A00329,C00756,55-64,Female,Illinois,Chicago,United Airlines,"Frankfurt, Germany",2024-08-23,International,625.17,Economy,Travel Agency,No,152
A00330,C00290,45-54,Male,California,San Francisco,Alaska Airlines,"Seattle, WA",2024-09-23,Domestic,773.36,First,Website,Yes,144
A00331,C00612,55-64,Male,Georgia,Columbus,Alaska Airlines,"Chicago, IL",2024-06-09,Domestic,1151.67,First,Website,No,180
A00332,C00602,55-64,Male,Florida,Jacksonville,United Airlines,"Seattle, WA",2024-06-20,Domestic,1412.29,First,Travel Agency,Yes,174
A00333,C00779,55-64,Female,Illinois,Springfield,United Airlines,"Toronto, Canada",2024-09-19,International,747.49,Premium Economy,Mobile App,Yes,198
A00334,C00275,45-54,Female,Arizona,Phoenix,American Airlines,"Chicago, IL",2024-05-23,Domestic,708.5,Business,Website,Yes,119
A00335,C00421,25-34,Male,Illinois,Springfield,Alaska Airlines,"Las Vegas, NV",2024-08-19,Domestic,394.66,Premium Economy,Travel Agency,No,113
A00336,C00697,65+,Male,Texas,Austin,Delta Airlines,"Seattle, WA",2024-06-09,Domestic,449.1,Business,Mobile App,Yes,181
A00337,C00929,25-34,Male,Texas,Austin,Delta Airlines,"London, UK",2024-08-20,International,2938.27,First,Website,Yes,161
